Id,Prediction
0,2025297.0
1,3347767.0
2,1149870.0
3,2021934.0
4,4952497.0
5,3778621.0
6,1734634.0
7,1149870.0
8,3818055.0
9,4882985.0
10,2544857.0
11,4067566.0
12,4052733.0
13,2156098.0
14,3028267.0
15,3784230.0
16,5017319.0
17,2732645.0
18,4952255.0
19,2390534.0
20,2371202.0
21,3903884.0
22,3810007.0
23,3982767.0
24,4467728.0
25,1270499.0
26,1270499.0
27,7592272.0
28,3778621.0
29,3752885.0
30,3818055.0
31,3376145.0
32,1149870.0
33,3903884.0
34,1270499.0
35,4952255.0
36,5595267.0
37,2364478.0
38,1882131.0
39,1882131.0
40,5337526.0
41,2156098.0
42,2551252.0
43,3810007.0
44,4952255.0
45,2732645.0
46,3778621.0
47,1756069.0
48,1847826.0
49,2267425.0
50,4554237.0
51,2390534.0
52,3778621.0
53,1882131.0
54,3778621.0
55,3028267.0
56,4350573.0
57,3426169.0
58,3807496.0
59,2390534.0
60,2025297.0
61,4590423.0
62,1882131.0
63,4219263.0
64,3818055.0
65,3810007.0
66,4705945.0
67,2156098.0
68,3903884.0
69,3351383.0
70,6412623.0
71,2058644.0
72,2390534.0
73,8213524.0
74,1149870.0
75,2018785.0
76,9262754.0
77,3351383.0
78,2058644.0
79,3778621.0
80,2544857.0
81,1882131.0
82,3410878.0
83,2364478.0
84,2156098.0
85,1270499.0
86,4067566.0
87,3376145.0
88,5161370.0
89,6782425.0
90,3982767.0
91,5966193.0
92,3261924.0
93,4705945.0
94,3600467.0
95,3956086.0
96,3028267.0
97,1270499.0
98,5286212.0
99,2058644.0
100,3445076.0
101,2792031.0
102,4467728.0
103,4590423.0
104,4590423.0
105,4467728.0
106,9652350.0
107,3445076.0
108,4590423.0
109,2740687.0
110,6782425.0
111,6782425.0
112,3903884.0
113,5286212.0
114,4952497.0
115,4155435.0
116,1619683.0
117,2018785.0
118,2021934.0
119,6782425.0
120,5435276.0
121,4250758.0
122,7592272.0
123,4705945.0
124,7201784.0
125,1734634.0
126,5500818.0
127,6412623.0
128,2025297.0
129,2954086.0
130,1619683.0
131,4467728.0
132,2344689.0
133,6313221.0
134,4136425.0
135,2551252.0
136,3248660.0
137,2954086.0
138,3218918.0
139,2021934.0
140,3903884.0
141,6941173.0
142,2364478.0
143,1882131.0
144,3810007.0
145,2954086.0
146,3752885.0
147,2364478.0
148,2156098.0
149,5286212.0
150,4590423.0
151,3004429.0
152,3903884.0
153,3570392.0
154,1882131.0
155,6363241.0
156,5435276.0
157,2525375.0
158,2058644.0
159,4467728.0
160,4467728.0
161,8213524.0
