Id,Prediction
0,4052733.0
1,3273041.0
2,1904842.0
3,3780019.0
4,3258837.0
5,3939804.0
6,1619683.0
7,2156098.0
8,2525375.0
9,2740687.0
10,4250758.0
11,6923131.0
12,6923131.0
13,4052733.0
14,1619683.0
15,4491607.0
16,4052733.0
17,4651866.0
18,6412623.0
19,7865428.0
20,1756069.0
21,2993069.0
22,2364478.0
23,3727364.0
24,3752885.0
25,3258837.0
26,2792031.0
27,3752885.0
28,1904842.0
29,3982767.0
30,3818055.0
31,1619683.0
32,7201784.0
33,2156098.0
34,2156098.0
35,3273041.0
36,2344689.0
37,4888774.0
38,1763231.0
39,3452382.0
40,3780019.0
41,3836721.0
42,6363241.0
43,8894598.0
44,3727364.0
45,2383840.0
46,3780019.0
47,1619683.0
48,2525375.0
49,4554237.0
50,3780019.0
51,2390534.0
52,3778621.0
53,3810007.0
54,3351383.0
55,2156098.0
56,6363241.0
57,1904842.0
58,3807496.0
59,2156098.0
60,4263629.0
61,3780019.0
62,4952255.0
63,2364478.0
64,4250553.0
65,16549064.0
66,2156098.0
67,5966193.0
68,3956086.0
69,5444227.0
70,2058644.0
71,3570392.0
72,3780019.0
73,1619683.0
74,5966193.0
75,5966193.0
76,2544857.0
77,3248660.0
78,3778621.0
79,5444227.0
80,6782425.0
81,16549064.0
82,3784230.0
83,2156098.0
84,4705945.0
85,1619683.0
86,3780019.0
87,6363241.0
88,2364478.0
89,1904842.0
90,5906596.0
91,5966193.0
92,2740687.0
93,2156098.0
94,4491607.0
95,4952255.0
96,5444227.0
97,6363241.0
98,4155435.0
99,3351383.0
100,2383840.0
101,1619683.0
102,2383840.0
103,2156098.0
104,8213524.0
105,2740687.0
106,3780019.0
107,2156098.0
108,3351383.0
109,2383840.0
110,4491607.0
111,3426169.0
112,4758476.0
113,2740687.0
114,4651866.0
115,2525375.0
116,3780019.0
117,3410878.0
118,3258837.0
119,4952255.0
120,4705945.0
121,3248660.0
122,7592272.0
123,8904084.0
124,2344689.0
125,5337526.0
126,4705945.0
127,3351383.0
128,4705945.0
129,4758476.0
130,3261924.0
131,3871344.0
132,9652350.0
133,2740687.0
134,4758476.0
135,1619683.0
136,3784230.0
137,5444227.0
138,8904084.0
139,3780019.0
140,6363241.0
141,6941173.0
142,7217634.0
143,2364478.0
144,3745135.0
145,3273041.0
146,3982767.0
147,2364478.0
148,4250758.0
149,13575224.0
150,3780019.0
151,1756069.0
152,5966193.0
153,7217634.0
154,4888774.0
155,6363241.0
156,9262754.0
157,13575224.0
158,7865428.0
159,3780019.0
160,3780019.0
161,3351383.0
162,4263629.0
163,3752885.0
164,16549064.0
165,1756069.0
166,3426169.0
167,1904842.0
168,3261924.0
169,3903884.0
170,7201784.0
171,2371202.0
172,3745135.0
173,1734634.0
174,3351383.0
175,3261924.0
176,3982767.0
177,2390534.0
178,2740687.0
179,6412623.0
180,2364478.0
181,3351383.0
182,3199619.0
183,1847826.0
184,2954086.0
185,2993069.0
186,3810007.0
187,5161370.0
188,9652350.0
189,8894598.0
190,2156098.0
191,4705945.0
192,6941173.0
193,4888774.0
194,1734634.0
195,1619683.0
196,3780019.0
197,1619683.0
198,7201784.0
199,2344689.0
200,2740687.0
201,3810007.0
202,2156098.0
203,5166635.0
204,9262754.0
205,2383840.0
206,1847826.0
207,2364478.0
208,2993069.0
209,3351383.0
210,4491607.0
211,2544857.0
212,8894598.0
213,3807496.0
214,6363241.0
215,1619683.0
216,5444227.0
217,2999068.0
218,16549064.0
219,4590423.0
220,6412623.0
221,2390534.0
222,2025297.0
223,3351383.0
224,3982767.0
225,3780019.0
226,6363241.0
227,6694797.0
228,3452382.0
229,2390534.0
230,5444227.0
231,7495092.0
232,2390534.0
233,3261924.0
234,8894598.0
235,2267425.0
236,3780019.0
237,4067566.0
238,8894598.0
239,2156098.0
240,2156098.0
241,3351383.0
242,3780019.0
243,3452382.0
244,2156098.0
245,2156098.0
246,2097022.0
247,4491607.0
248,4888774.0
249,6363241.0
250,3780019.0
251,2156098.0
252,6782425.0
253,2156098.0
254,2344689.0
255,5161370.0
256,1619683.0
257,6941173.0
258,3810007.0
259,4590423.0
260,2364478.0
261,3745135.0
262,9262754.0
263,1763231.0
264,3261924.0
265,16549064.0
266,4705945.0
267,3982767.0
268,3452382.0
269,3258837.0
270,3248660.0
271,1756069.0
272,4491607.0
273,7865428.0
274,7201784.0
275,8904084.0
276,16549064.0
277,6363241.0
278,4250758.0
279,2740687.0
280,3452382.0
281,6941173.0
282,3780019.0
283,2156098.0
284,4066618.0
285,3008199.0
286,3752885.0
287,5337526.0
288,2156098.0
289,2156098.0
290,3752885.0
291,3836721.0
292,3780019.0
293,7201784.0
294,4888774.0
295,4952255.0
296,1734634.0
297,6412623.0
298,2097022.0
299,6412623.0
300,3248660.0
301,4705945.0
302,2156098.0
303,8894598.0
304,4066618.0
305,3218918.0
306,3258837.0
307,6941173.0
308,4888774.0
309,3351383.0
310,4491607.0
311,1619683.0
312,4554237.0
313,2156098.0
314,2156098.0
315,5444227.0
316,3273041.0
317,3780019.0
318,8894598.0
319,6694797.0
320,6694797.0
321,4651866.0
322,3780019.0
323,2156098.0
324,2156098.0
325,9262754.0
326,5161370.0
327,2156098.0
328,6363241.0
329,4705945.0
330,3273041.0
331,5444227.0
332,4491607.0
333,4705945.0
334,4066618.0
335,2156098.0
336,4263629.0
337,1882131.0
338,2383840.0
339,7201784.0
340,3351383.0
341,3778621.0
342,6363241.0
343,4888774.0
344,2383840.0
345,1763231.0
346,4491607.0
347,6412623.0
348,1756069.0
349,4554237.0
350,7592272.0
351,4067566.0
352,3982767.0
353,4491607.0
354,4250758.0
355,4758476.0
356,4067566.0
357,3752885.0
358,3752885.0
359,7201784.0
360,4651866.0
361,3807496.0
362,3780019.0
363,2364478.0
364,2156098.0
365,8904084.0
366,4263629.0
367,4429512.0
368,4888774.0
369,3258837.0
370,3600467.0
371,13575224.0
